COUNTRY,INDICATOR,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,1999-M05,148.2539699,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,1999-M06,148.8137417,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,1999-M07,147.2221939,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,1999-M08,145.4944796,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,1999-M09,144.5059798,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,1999-M10,146.2739023,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,1999-M11,147.109225,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,1999-M12,146.0177444,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2000-M01,144.497528,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2000-M02,144.5252123,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2000-M03,143.1950842,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2000-M04,143.5820432,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2000-M05,145.6101231,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2000-M06,142.4478832,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2000-M07,141.1703653,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2000-M08,140.8398615,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2000-M09,142.4155244,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2000-M10,143.6795142,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2000-M11,144.676269,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2000-M12,143.0297744,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2001-M01,140.4792883,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2001-M02,141.3481235,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2001-M03,141.2034182,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2001-M04,142.1186414,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2001-M05,142.1577048,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2001-M06,140.7693599,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2001-M07,139.2915149,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2001-M08,140.0102108,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2001-M09,139.5954827,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2001-M10,136.8698047,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2001-M11,137.5332351,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2001-M12,132.5048339,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2002-M01,135.0845616,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2002-M02,148.0853329,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2002-M03,147.2022763,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2002-M04,141.0597992,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2002-M05,140.0626891,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2002-M06,137.3766078,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2002-M07,108.1853125,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2002-M08,93.30704869,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2002-M09,87.57322853,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2002-M10,95.67830315,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2002-M11,93.52100638,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2002-M12,92.77122343,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2003-M01,87.70628805,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2003-M02,85.6349788,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2003-M03,83.71150174,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2003-M04,80.85049986,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2003-M05,77.04409809,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2003-M06,83.38799666,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2003-M07,83.21988731,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2003-M08,82.46520763,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2003-M09,81.48911182,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2003-M10,78.64284994,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2003-M11,77.28414214,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2003-M12,75.90612623,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2004-M01,74.04250506,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2004-M02,74.36764957,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2004-M03,74.40117465,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2004-M04,74.56028362,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2004-M05,75.93366688,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2004-M06,75.79869374,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2004-M07,76.07104103,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2004-M08,76.28906212,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2004-M09,79.62989349,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2004-M10,80.97192835,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2004-M11,80.954638,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2004-M12,79.9776936,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2005-M01,83.45292683,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2005-M02,84.90491849,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2005-M03,83.24257237,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2005-M04,84.05268878,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2005-M05,86.08265745,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2005-M06,87.62024959,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2005-M07,86.38076102,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2005-M08,86.54924615,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2005-M09,87.17784507,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2005-M10,89.70988644,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2005-M11,90.17173354,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2005-M12,90.17547497,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2006-M01,87.50455091,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2006-M02,86.98420426,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2006-M03,86.73645784,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2006-M04,86.63130454,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2006-M05,86.25293523,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2006-M06,87.67026557,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2006-M07,86.70678578,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2006-M08,86.15849678,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2006-M09,86.67259206,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2006-M10,86.97446316,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2006-M11,85.40142044,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2006-M12,83.36689984,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2007-M01,84.01757785,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2007-M02,84.06172678,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2007-M03,83.69405114,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2007-M04,83.33499015,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2007-M05,83.02183722,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2007-M06,82.52525922,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2007-M07,82.39846556,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2007-M08,84.06748495,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2007-M09,84.36593879,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2007-M10,86.4181276,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2007-M11,86.30530444,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2007-M12,87.80688074,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2008-M01,89.2508796,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2008-M02,89.63149193,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2008-M03,89.24300212,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2008-M04,91.78434836,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2008-M05,92.09697409,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2008-M06,92.96857105,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2008-M07,93.31292014,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2008-M08,95.18429289,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2008-M09,93.0587525,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2008-M10,91.53838237,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2008-M11,88.91865689,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2008-M12,86.84393589,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2009-M01,90.8666503,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2009-M02,92.64222512,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2009-M03,90.32345247,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2009-M04,88.57762473,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2009-M05,87.60786116,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2009-M06,86.66825341,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2009-M07,86.40197386,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2009-M08,87.84113129,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2009-M09,90.75631842,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2009-M10,94.08407517,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2009-M11,95.13951792,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2009-M12,99.45767695,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2010-M01,100.9715801,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2010-M02,102.0976861,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2010-M03,102.1537575,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2010-M04,103.2283133,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2010-M05,106.3216769,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2010-M06,100.8394668,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2010-M07,95.90120803,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2010-M08,96.70461861,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2010-M09,97.60619107,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2010-M10,96.64873352,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2010-M11,98.49500191,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2010-M12,99.03176618,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2011-M01,99.42025738,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2011-M02,100.2667904,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2011-M03,100.7850417,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2011-M04,100.8861209,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2011-M05,101.8827396,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2011-M06,103.3478898,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2011-M07,103.5123375,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2011-M08,102.2717873,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2011-M09,101.269034,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2011-M10,100.3731397,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2011-M11,100.9932416,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2011-M12,101.9637405,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2012-M01,103.5886277,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2012-M02,102.8534325,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2012-M03,103.2659274,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2012-M04,103.3638858,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2012-M05,102.9293369,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2012-M06,97.53034922,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2012-M07,97.07882289,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2012-M08,99.03004978,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2012-M09,98.69889467,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2012-M10,103.8730123,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2012-M11,106.7074556,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2012-M12,109.0581839,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2013-M01,108.4416142,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2013-M02,109.5036925,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2013-M03,111.272795,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2013-M04,111.5292331,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2013-M05,110.5782727,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2013-M06,104.4862461,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2013-M07,103.718306,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2013-M08,100.7091372,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2013-M09,99.11488194,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2013-M10,100.8957562,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2013-M11,103.1286648,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2013-M12,103.8082418,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2014-M01,104.3317123,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2014-M02,102.0754207,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2014-M03,100.3740316,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2014-M04,98.68099204,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2014-M05,97.87887482,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2014-M06,98.55360067,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2014-M07,98.44835886,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2014-M08,96.49789927,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2014-M09,95.53404521,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2014-M10,97.08604669,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2014-M11,99.19290556,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2014-M12,100.8857073,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2015-M01,100.7896512,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2015-M02,102.2805589,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2015-M03,102.5051742,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2015-M04,97.76424582,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2015-M05,96.08483542,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2015-M06,96.1191321,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2015-M07,94.32645751,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2015-M08,94.17691672,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2015-M09,95.21253833,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2015-M10,93.29162435,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2015-M11,93.43592239,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2015-M12,95.12527816,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2016-M01,95.23272317,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2016-M02,92.42490012,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2016-M03,89.70261933,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2016-M04,89.69350972,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2016-M05,90.16385358,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2016-M06,92.04797561,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2016-M07,94.29807974,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2016-M08,97.37620007,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2016-M09,98.39385479,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2016-M10,101.0380109,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2016-M11,101.0731429,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2016-M12,102.066644,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2017-M01,102.0696943,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2017-M02,101.2962899,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2017-M03,101.3767147,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2017-M04,100.9570495,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2017-M05,102.02547,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2017-M06,101.0821315,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2017-M07,99.66683932,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2017-M08,98.50126021,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2017-M09,96.9041401,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2017-M10,96.5430868,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2017-M11,97.53769605,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2017-M12,98.66578071,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2018-M01,98.50328646,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2018-M02,98.57537773,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2018-M03,99.76595216,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2018-M04,100.5161239,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2018-M05,97.18503687,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2018-M06,97.1803872,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2018-M07,99.27344451,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2018-M08,100.8591967,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2018-M09,99.35202526,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2018-M10,98.02289007,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2018-M11,99.35109944,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2018-M12,100.9052787,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2019-M01,98.35013361,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2019-M02,98.38503572,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2019-M03,97.64214531,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2019-M04,96.04822502,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2019-M05,94.78437246,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2019-M06,93.53431949,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2019-M07,93.9833331,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2019-M08,94.96217234,Units
