COUNTRY,INDICATOR,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2019-M09,94.45716954,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2019-M10,92.87118696,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2019-M11,92.28989176,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2019-M12,92.11108779,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2020-M01,92.48504547,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2020-M02,92.43933447,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2020-M03,83.78255147,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2020-M04,86.16514883,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2020-M05,86.95563688,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2020-M06,86.68646396,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2020-M07,85.6879122,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2020-M08,86.33795963,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2020-M09,86.43133176,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2020-M10,86.60955426,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2020-M11,85.60741421,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2020-M12,84.86803585,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2021-M01,85.62772619,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2021-M02,85.2418846,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2021-M03,83.7255654,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2021-M04,83.88274891,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2021-M05,82.97464811,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2021-M06,83.30146374,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2021-M07,83.98695891,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2021-M08,85.67135219,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2021-M09,86.83988276,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2021-M10,86.08572465,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2021-M11,85.87900599,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2021-M12,86.00507515,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2022-M01,85.39657463,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2022-M02,87.2810748,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2022-M03,89.75583525,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2022-M04,92.24397582,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2022-M05,95.66274111,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2022-M06,98.76494768,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2022-M07,98.39493953,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2022-M08,99.89532771,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2022-M09,101.2578731,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2022-M10,102.8412758,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2022-M11,105.5979473,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2022-M12,106.1061039,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2023-M01,104.4495696,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2023-M02,106.2120473,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2023-M03,107.0509865,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2023-M04,107.323641,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2023-M05,108.1927718,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2023-M06,111.0515034,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2023-M07,112.1876931,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2023-M08,115.7711255,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2023-M09,116.9102815,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2023-M10,113.428167,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2023-M11,112.3037605,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2023-M12,119.0024425,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2024-M01,122.6128002,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2024-M02,123.7556328,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2024-M03,126.1435039,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2024-M04,127.6124481,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2024-M05,127.5091515,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2024-M06,126.8727544,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2024-M07,124.7300265,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2024-M08,123.6176617,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2024-M09,120.9812153,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2024-M10,121.0897896,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2024-M11,120.8263169,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2024-M12,118.458491,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2025-M01,116.5597113,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2025-M02,120.4210554,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2025-M03,121.7102956,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2025-M04,121.4693787,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2025-M05,122.1602794,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2025-M06,123.7305005,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2025-M07,125.9960663,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2025-M08,127.1693377,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2025-M09,127.3049841,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2025-M10,128.1567584,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2025-M11,128.8517705,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2025-M12,130.5431484,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2026-M01,131.8281933,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2026-M02,129.8199825,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2026-M03,125.3717278,Units
Uruguay,"Nominal effective exchange rate (NEER), Index (2010=100) Weighted index",Monthly,2026-M04,124.776102,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1979-M12,100.1141858,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1980-M01,101.6873753,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1980-M02,104.1829835,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1980-M03,107.2485651,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1980-M04,108.1789437,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1980-M05,106.464718,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1980-M06,106.2114198,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1980-M07,108.4876382,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1980-M08,108.6401953,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1980-M09,106.8745023,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1980-M10,106.8885507,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1980-M11,107.4974046,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1980-M12,106.478949,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1981-M01,105.7389223,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1981-M02,109.1375108,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1981-M03,111.0965708,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1981-M04,115.1959827,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1981-M05,118.5530094,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1981-M06,126.6559165,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1981-M07,126.7081861,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1981-M08,130.3454044,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1981-M09,128.8194078,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1981-M10,127.9446909,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1981-M11,128.1798123,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1981-M12,126.7561572,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1982-M01,129.7091192,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1982-M02,129.0912922,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1982-M03,129.9805183,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1982-M04,131.0525753,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1982-M05,130.0536669,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1982-M06,132.336977,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1982-M07,135.3018883,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1982-M08,134.8609844,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1982-M09,134.8962821,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1982-M10,133.4636246,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1982-M11,129.3323289,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1982-M12,68.99564747,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1983-M01,73.25040124,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1983-M02,78.30055078,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1983-M03,76.86716081,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1983-M04,76.14288519,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1983-M05,79.54586005,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1983-M06,82.63461324,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1983-M07,80.19273023,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1983-M08,80.22153713,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1983-M09,81.53932907,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1983-M10,81.93808612,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1983-M11,81.75864593,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1983-M12,75.38194386,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1984-M01,75.3276458,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1984-M02,75.07724783,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1984-M03,69.94090053,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1984-M04,71.18020939,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1984-M05,72.69259287,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1984-M06,76.93468965,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1984-M07,79.94403061,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1984-M08,82.54514897,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1984-M09,84.04188256,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1984-M10,83.16120311,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1984-M11,79.57082624,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1984-M12,76.0617929,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1985-M01,75.57324091,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1985-M02,72.05631752,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1985-M03,70.27698571,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1985-M04,73.09560946,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1985-M05,79.21296555,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1985-M06,80.50234947,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1985-M07,77.93643724,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1985-M08,73.63723413,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1985-M09,73.98143267,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1985-M10,70.22547359,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1985-M11,70.4348202,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1985-M12,71.131841,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1986-M01,72.76642441,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1986-M02,71.68927977,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1986-M03,71.74074371,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1986-M04,72.30812083,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1986-M05,71.55854684,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1986-M06,72.5093279,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1986-M07,72.2390865,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1986-M08,71.50013666,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1986-M09,72.82650931,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1986-M10,72.89810941,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1986-M11,73.2519399,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1986-M12,72.66440688,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1987-M01,70.41179522,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1987-M02,70.19555283,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1987-M03,71.69345211,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1987-M04,68.67192132,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1987-M05,69.34230683,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1987-M06,71.48341145,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1987-M07,73.3753431,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1987-M08,73.15609367,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1987-M09,71.01961023,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1987-M10,70.04292718,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1987-M11,67.50524448,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1987-M12,65.27334116,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1988-M01,66.11948474,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1988-M02,67.07399096,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1988-M03,66.21899798,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1988-M04,65.57987004,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1988-M05,66.41766555,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1988-M06,67.59444282,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1988-M07,70.76878919,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1988-M08,70.9733214,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1988-M09,69.63540312,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1988-M10,68.56635708,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1988-M11,66.29645244,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1988-M12,65.12430113,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1989-M01,67.43982506,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1989-M02,69.22953182,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1989-M03,70.49500484,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1989-M04,73.08911594,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1989-M05,76.67091336,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1989-M06,74.60983312,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1989-M07,72.4863367,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1989-M08,69.79734855,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1989-M09,68.52382364,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1989-M10,66.7951192,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1989-M11,50.73517393,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1989-M12,65.80133785,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1990-M01,64.52875418,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1990-M02,66.21382124,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1990-M03,64.81126999,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1990-M04,63.57795473,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1990-M05,62.12873983,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1990-M06,63.02898137,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1990-M07,61.80087652,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1990-M08,60.26309555,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1990-M09,63.4252866,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1990-M10,62.99152139,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1990-M11,61.87397991,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1990-M12,63.05753426,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1991-M01,69.40452467,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1991-M02,66.30139374,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1991-M03,68.90174043,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1991-M04,69.45466543,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1991-M05,73.8314919,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1991-M06,74.34477792,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1991-M07,73.85885614,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1991-M08,73.45225914,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1991-M09,73.47839091,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1991-M10,73.38125441,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1991-M11,72.9746574,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1991-M12,72.86092781,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1992-M01,74.48767251,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1992-M02,75.78985318,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1992-M03,78.77801197,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1992-M04,78.06330736,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1992-M05,77.6146981,Units
Uruguay,"Real effective exchange rate (REER), Index (2010=100) Adjusted by relative consumer prices",Monthly,1992-M06,75.84521657,Units
